Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-01 00:00:00+00:00,41.326534271240234,42.28501892089844,41.28803253173828,42.01771926879883,2782992323,0.0,0.0
2020-01-02 00:00:00+00:00,42.01808547973633,42.13474655151367,39.68356704711914,39.82301330566406,2759827139,0.0,0.0
2020-01-03 00:00:00+00:00,39.863128662109375,42.447174072265625,39.450843811035156,42.41557312011719,3260961326,0.0,0.0
2020-01-04 00:00:00+00:00,42.38352584838867,43.34270477294922,41.933074951171875,43.32660675048828,2843192897,0.0,0.0
2020-01-05 00:00:00+00:00,43.2913818359375,44.73361587524414,42.99853515625,43.55320739746094,3017148033,0.0,0.0
2020-01-06 00:00:00+00:00,43.6038932800293,45.95787811279297,43.4943733215332,45.81635284423828,3349237768,0.0,0.0
2020-01-07 00:00:00+00:00,45.838680267333984,46.8583869934082,44.723018646240234,46.424583435058594,3611521907,0.0,0.0
2020-01-08 00:00:00+00:00,46.4483528137207,48.20276641845703,44.62704849243164,45.65376663208008,3633957130,0.0,0.0
2020-01-09 00:00:00+00:00,45.62226867675781,45.777835845947266,44.31050491333008,45.2159309387207,2986327757,0.0,0.0
2020-01-10 00:00:00+00:00,45.21154022216797,49.16672134399414,44.03310775756836,48.72732925415039,3808140302,0.0,0.0
2020-01-11 00:00:00+00:00,48.63385772705078,51.334716796875,48.08839416503906,49.26376724243164,3915781115,0.0,0.0
2020-01-12 00:00:00+00:00,49.319156646728516,51.298828125,49.012786865234375,51.08073806762695,3858852964,0.0,0.0
2020-01-13 00:00:00+00:00,51.122310638427734,51.39035415649414,48.93413162231445,49.733768463134766,3336204744,0.0,0.0
2020-01-14 00:00:00+00:00,49.69736099243164,59.88150405883789,49.690269470214844,58.478233337402344,5729547956,0.0,0.0
2020-01-15 00:00:00+00:00,58.39026641845703,59.92303466796875,56.166744232177734,58.05284881591797,5070738793,0.0,0.0
2020-01-16 00:00:00+00:00,58.0479621887207,58.302066802978516,55.148738861083984,57.618255615234375,4347723835,0.0,0.0
2020-01-17 00:00:00+00:00,57.642967224121094,62.88954544067383,56.8988151550293,61.487125396728516,5067456613,0.0,0.0
2020-01-18 00:00:00+00:00,61.302833557128906,62.165672302246094,58.52505874633789,59.40864562988281,4426051530,0.0,0.0
2020-01-19 00:00:00+00:00,59.445709228515625,61.78595733642578,56.18039321899414,57.80069351196289,4197776579,0.0,0.0
2020-01-20 00:00:00+00:00,57.78152847290039,58.08806610107422,56.22681427001953,57.20326232910156,3306438947,0.0,0.0
2020-01-21 00:00:00+00:00,57.2335205078125,57.96322250366211,56.27197265625,57.64788055419922,3130143642,0.0,0.0
2020-01-22 00:00:00+00:00,57.639591217041016,58.99089431762695,57.316280364990234,58.3547248840332,3076205980,0.0,0.0
2020-01-23 00:00:00+00:00,58.35038757324219,58.47669982910156,53.385658264160156,54.6302604675293,3348002983,0.0,0.0
2020-01-24 00:00:00+00:00,54.64381408691406,55.424434661865234,51.36441421508789,54.53178787231445,3532776556,0.0,0.0
2020-01-25 00:00:00+00:00,54.564056396484375,54.564056396484375,52.76921463012695,53.69778823852539,2938756558,0.0,0.0
2020-01-26 00:00:00+00:00,53.68706512451172,56.47526550292969,53.29893493652344,56.21271514892578,3283750798,0.0,0.0
2020-01-27 00:00:00+00:00,56.27534103393555,59.57749938964844,56.078887939453125,58.763267517089844,3832184228,0.0,0.0
2020-01-28 00:00:00+00:00,58.76856231689453,61.15335464477539,57.76319885253906,60.671817779541016,4220742210,0.0,0.0
2020-01-29 00:00:00+00:00,60.66376876831055,62.24987030029297,59.78307342529297,60.07793426513672,3894445882,0.0,0.0
2020-01-30 00:00:00+00:00,60.013916015625,69.73802947998047,58.77690887451172,68.15906524658203,6042169957,0.0,0.0
2020-01-31 00:00:00+00:00,68.17903900146484,69.37981414794922,65.78914642333984,67.8794937133789,5718104791,0.0,0.0
2020-02-01 00:00:00+00:00,67.90851593017578,72.2823257446289,67.65506744384766,70.82001495361328,6009767449,0.0,0.0
